generation genome measures value
5 247 branching 0
5 247 connectivity1 0.083
5 247 connectivity2 1
5 247 coverage 0.327
5 247 effective_joints 0.875
5 247 length_ratio 0.455
5 247 sensors 0.142857
5 247 symmetry 0.375
5 247 total_components 0.18
5 145 branching 0
5 145 connectivity1 0.167
5 145 connectivity2 1
5 145 coverage 1
5 145 effective_joints 1
5 145 length_ratio 0.125
5 145 sensors 0.333333
5 145 symmetry 0
5 145 total_components 0.08
5 81 branching 0
5 81 connectivity1 0.25
5 81 connectivity2 1
5 81 coverage 0.6
5 81 effective_joints 0.75
5 81 length_ratio 0.4
5 81 sensors 0
5 81 symmetry 0
5 81 total_components 0.06
5 238 branching 0
5 238 connectivity1 0.077
5 238 connectivity2 1
5 238 coverage 1
5 238 effective_joints 0.765
5 238 length_ratio 0.053
5 238 sensors 0
5 238 symmetry 0
5 238 total_components 0.19
5 212 branching 0
5 212 connectivity1 0.167
5 212 connectivity2 1
5 212 coverage 1
5 212 effective_joints 0.833
5 212 length_ratio 0.125
5 212 sensors 0
5 212 symmetry 0
5 212 total_components 0.08
5 271 branching 0
5 271 connectivity1 0.167
5 271 connectivity2 1
5 271 coverage 1
5 271 effective_joints 1
5 271 length_ratio 0.111
5 271 sensors 0
5 271 symmetry 0
5 271 total_components 0.09
5 286 branching 0
5 286 connectivity1 0.056
5 286 connectivity2 1
5 286 coverage 1
5 286 effective_joints 0.75
5 286 length_ratio 0.038
5 286 sensors 0
5 286 symmetry 0
5 286 total_components 0.26
5 116 branching 0
5 116 connectivity1 0.059
5 116 connectivity2 1
5 116 coverage 1
5 116 effective_joints 0.826
5 116 length_ratio 0.04
5 116 sensors 0
5 116 symmetry 0
5 116 total_components 0.25
5 268 branching 0
5 268 connectivity1 0.25
5 268 connectivity2 1
5 268 coverage 1
5 268 effective_joints 1
5 268 length_ratio 0.167
5 268 sensors 0.166667
5 268 symmetry 0
5 268 total_components 0.06
5 218 branching 0
5 218 connectivity1 0.071
5 218 connectivity2 1
5 218 coverage 0.333
5 218 effective_joints 0.833
5 218 length_ratio 0.267
5 218 sensors 0
5 218 symmetry 0.222
5 218 total_components 0.2
5 231 branching 0
5 231 connectivity1 0.167
5 231 connectivity2 1
5 231 coverage 1
5 231 effective_joints 1
5 231 length_ratio 0.111
5 231 sensors 0
5 231 symmetry 0
5 231 total_components 0.09
5 46 branching 0
5 46 connectivity1 0.4
5 46 connectivity2 0.6
5 46 coverage 0.438
5 46 effective_joints 0.6
5 46 length_ratio 1
5 46 sensors 0
5 46 symmetry 0
5 46 total_components 0.07
5 199 branching 0
5 199 connectivity1 0.25
5 199 connectivity2 0.778
5 199 coverage 0.611
5 199 effective_joints 0.556
5 199 length_ratio 0.222
5 199 sensors 0.142857
5 199 symmetry 0
5 199 total_components 0.11
6 215 branching 0
6 215 connectivity1 0.167
6 215 connectivity2 1
6 215 coverage 0.563
6 215 effective_joints 0.714
6 215 length_ratio 0.25
6 215 sensors 0
6 215 symmetry 0
6 215 total_components 0.09
6 219 branching 0
6 219 connectivity1 0.154
6 219 connectivity2 0.882
6 219 coverage 0.292
6 219 effective_joints 0.647
6 219 length_ratio 0.385
6 219 sensors 0.25
6 219 symmetry 0.2
6 219 total_components 0.19
6 344 branching 0
6 344 connectivity1 0.182
6 344 connectivity2 0.857
6 344 coverage 0.4
6 344 effective_joints 0.714
6 344 length_ratio 0.4
6 344 sensors 0
6 344 symmetry 0
6 344 total_components 0.16
6 237 branching 0
6 237 connectivity1 0.111
6 237 connectivity2 1
6 237 coverage 0.542
6 237 effective_joints 0.909
6 237 length_ratio 0.167
6 237 sensors 0.4
6 237 symmetry 0
6 237 total_components 0.13
6 253 branching 0
6 253 connectivity1 0.083
6 253 connectivity2 1
6 253 coverage 0.304
6 253 effective_joints 0.933
6 253 length_ratio 0.286
6 253 sensors 0.2
6 253 symmetry 0
6 253 total_components 0.17
6 286 branching 0
6 286 connectivity1 0.056
6 286 connectivity2 1
6 286 coverage 1
6 286 effective_joints 0.75
6 286 length_ratio 0.038
6 286 sensors 0
6 286 symmetry 0
6 286 total_components 0.26
6 140 branching 0
6 140 connectivity1 0.2
6 140 connectivity2 1
6 140 coverage 0.583
6 140 effective_joints 0.6
6 140 length_ratio 0.75
6 140 sensors 0.428571
6 140 symmetry 0
6 140 total_components 0.07
6 255 branching 0
6 255 connectivity1 0.071
6 255 connectivity2 1
6 255 coverage 0.294
6 255 effective_joints 0.833
6 255 length_ratio 0.235
6 255 sensors 0
6 255 symmetry 0
6 255 total_components 0.2
6 294 branching 0
6 294 connectivity1 0.1
6 294 connectivity2 1
6 294 coverage 0.385
6 294 effective_joints 0.923
6 294 length_ratio 0.231
6 294 sensors 0
6 294 symmetry 0
6 294 total_components 0.15
6 71 branching 0
6 71 connectivity1 0.286
6 71 connectivity2 0.75
6 71 coverage 0.333
6 71 effective_joints 0.375
6 71 length_ratio 0.833
6 71 sensors 0.4
6 71 symmetry 0
6 71 total_components 0.1
6 222 branching 0
6 222 connectivity1 0.167
6 222 connectivity2 1
6 222 coverage 1
6 222 effective_joints 0.857
6 222 length_ratio 0.111
6 222 sensors 0
6 222 symmetry 0
6 222 total_components 0.09
6 310 branching 0
6 310 connectivity1 0.111
6 310 connectivity2 1
6 310 coverage 1
6 310 effective_joints 0.909
6 310 length_ratio 0.077
6 310 sensors 0
6 310 symmetry 0
6 310 total_components 0.13
6 322 branching 0
6 322 connectivity1 0.167
6 322 connectivity2 1
6 322 coverage 0.4
6 322 effective_joints 0.5
6 322 length_ratio 0.8
6 322 sensors 0.111111
6 322 symmetry 0
6 322 total_components 0.08
6 332 branching 0
6 332 connectivity1 0.375
6 332 connectivity2 0.6
6 332 coverage 0.6
6 332 effective_joints 0.5
6 332 length_ratio 0.2
6 332 sensors 0.153846
6 332 symmetry 0
6 332 total_components 0.12
6 202 branching 0
6 202 connectivity1 0.2
6 202 connectivity2 1
6 202 coverage 0.583
6 202 effective_joints 0.8
6 202 length_ratio 0.333
6 202 sensors 0.25
6 202 symmetry 0
6 202 total_components 0.07
6 327 branching 0
6 327 connectivity1 0.2
6 327 connectivity2 1
6 327 coverage 0.467
6 327 effective_joints 0.8
6 327 length_ratio 0.6
6 327 sensors 0.2
6 327 symmetry 0
6 327 total_components 0.07
6 227 branching 0
6 227 connectivity1 0.071
6 227 connectivity2 1
6 227 coverage 1
6 227 effective_joints 0.611
6 227 length_ratio 0.05
6 227 sensors 0
6 227 symmetry 0
6 227 total_components 0.2
6 19 branching 0
6 19 connectivity1 0.25
6 19 connectivity2 1
6 19 coverage 1
6 19 effective_joints 1
6 19 length_ratio 0.2
6 19 sensors 0.333333
6 19 symmetry 0
6 19 total_components 0.05
6 36 branching 0
6 36 connectivity1 0.125
6 36 connectivity2 1
6 36 coverage 1
6 36 effective_joints 0.9
6 36 length_ratio 0.083
6 36 sensors 0.2
6 36 symmetry 0
6 36 total_components 0.12
6 300 branching 0
6 300 connectivity1 0.125
6 300 connectivity2 1
6 300 coverage 0.55
6 300 effective_joints 0.778
6 300 length_ratio 0.2
6 300 sensors 0.142857
6 300 symmetry 0
6 300 total_components 0.11
6 127 branching 0
6 127 connectivity1 0.2
6 127 connectivity2 1
6 127 coverage 0.583
6 127 effective_joints 0.8
6 127 length_ratio 0.333
6 127 sensors 0.25
6 127 symmetry 0
6 127 total_components 0.07
6 333 branching 0
6 333 connectivity1 0.1
6 333 connectivity2 1
6 333 coverage 0.467
6 333 effective_joints 0.833
6 333 length_ratio 0.833
6 333 sensors 0.428571
6 333 symmetry 0
6 333 total_components 0.14
6 307 branching 0
6 307 connectivity1 0.2
6 307 connectivity2 1
6 307 coverage 1
6 307 effective_joints 0.8
6 307 length_ratio 0.143
6 307 sensors 0
6 307 symmetry 0
6 307 total_components 0.07
6 289 branching 0
6 289 connectivity1 0.167
6 289 connectivity2 1
6 289 coverage 1
6 289 effective_joints 0.833
6 289 length_ratio 0.125
6 289 sensors 0
6 289 symmetry 0
6 289 total_components 0.08
6 160 branching 0
6 160 connectivity1 0.125
6 160 connectivity2 1
6 160 coverage 1
6 160 effective_joints 1
6 160 length_ratio 0.083
6 160 sensors 0.333333
6 160 symmetry 0
6 160 total_components 0.12
6 116 branching 0
6 116 connectivity1 0.059
6 116 connectivity2 1
6 116 coverage 1
6 116 effective_joints 0.826
6 116 length_ratio 0.04
6 116 sensors 0
6 116 symmetry 0
6 116 total_components 0.25
6 252 branching 0
6 252 connectivity1 0.25
6 252 connectivity2 0.8
6 252 coverage 0.4
6 252 effective_joints 0.6
6 252 length_ratio 0.3
6 252 sensors 0.125
6 252 symmetry 0.222
6 252 total_components 0.12
6 305 branching 0
6 305 connectivity1 0.071
6 305 connectivity2 1
6 305 coverage 0.317
6 305 effective_joints 0.833
6 305 length_ratio 0.778
6 305 sensors 0.333333
6 305 symmetry 0
6 305 total_components 0.2
6 254 branching 0
6 254 connectivity1 0.071
6 254 connectivity2 1
6 254 coverage 0.556
6 254 effective_joints 0.5
6 254 length_ratio 1
6 254 sensors 0.142857
6 254 symmetry 0
6 254 total_components 0.2
6 349 branching 0
6 349 connectivity1 0.167
6 349 connectivity2 1
6 349 coverage 1
6 349 effective_joints 1
6 349 length_ratio 0.111
6 349 sensors 0.333333
6 349 symmetry 0
6 349 total_components 0.09
6 348 branching 0
6 348 connectivity1 0.167
6 348 connectivity2 1
6 348 coverage 1
6 348 effective_joints 0.857
6 348 length_ratio 0.111
6 348 sensors 0
6 348 symmetry 0
6 348 total_components 0.09
6 298 branching 0
6 298 connectivity1 0.167
6 298 connectivity2 1
6 298 coverage 0.571
6 298 effective_joints 0.667
6 298 length_ratio 0.286
6 298 sensors 0.142857
6 298 symmetry 0
6 298 total_components 0.08
6 334 branching 0
6 334 connectivity1 0.056
6 334 connectivity2 1
6 334 coverage 0.36
6 334 effective_joints 0.96
6 334 length_ratio 0.12
6 334 sensors 0
6 334 symmetry 0
6 334 total_components 0.27
6 340 branching 0
6 340 connectivity1 0.048
6 340 connectivity2 1
6 340 coverage 1
6 340 effective_joints 1
6 340 length_ratio 0.032
6 340 sensors 0.333333
6 340 symmetry 0
6 340 total_components 0.31
6 266 branching 0
6 266 connectivity1 0.167
6 266 connectivity2 1
6 266 coverage 1
6 266 effective_joints 0.571
6 266 length_ratio 0.111
6 266 sensors 0
6 266 symmetry 0
6 266 total_components 0.09
6 55 branching 0
6 55 connectivity1 0.056
6 55 connectivity2 1
6 55 coverage 1
6 55 effective_joints 0.708
6 55 length_ratio 0.038
6 55 sensors 0
6 55 symmetry 0
6 55 total_components 0.26
6 293 branching 0
6 293 connectivity1 0.125
6 293 connectivity2 1
6 293 coverage 1
6 293 effective_joints 1
6 293 length_ratio 0.083
6 293 sensors 0
6 293 symmetry 0
6 293 total_components 0.12
6 238 branching 0
6 238 connectivity1 0.077
6 238 connectivity2 1
6 238 coverage 1
6 238 effective_joints 0.765
6 238 length_ratio 0.053
6 238 sensors 0
6 238 symmetry 0
6 238 total_components 0.19
6 336 branching 0
6 336 connectivity1 0.2
6 336 connectivity2 1
6 336 coverage 0.583
6 336 effective_joints 0.6
6 336 length_ratio 0.333
6 336 sensors 0.142857
6 336 symmetry 0
6 336 total_components 0.07
6 316 branching 0
6 316 connectivity1 0.167
6 316 connectivity2 1
6 316 coverage 1
6 316 effective_joints 1
6 316 length_ratio 0.125
6 316 sensors 0.333333
6 316 symmetry 0
6 316 total_components 0.08
6 338 branching 0
6 338 connectivity1 0.05
6 338 connectivity2 1
6 338 coverage 1
6 338 effective_joints 1
6 338 length_ratio 0.033
6 338 sensors 0
6 338 symmetry 0
6 338 total_components 0.3
6 345 branching 0
6 345 connectivity1 0.167
6 345 connectivity2 1
6 345 coverage 1
6 345 effective_joints 1
6 345 length_ratio 0.111
6 345 sensors 0
6 345 symmetry 0
6 345 total_components 0.09
6 328 branching 0
6 328 connectivity1 0.125
6 328 connectivity2 1
6 328 coverage 0.458
6 328 effective_joints 0.556
6 328 length_ratio 0.667
6 328 sensors 0
6 328 symmetry 0
6 328 total_components 0.11
6 179 branching 0
6 179 connectivity1 0.333
6 179 connectivity2 0.714
6 179 coverage 0.429
6 179 effective_joints 0.714
6 179 length_ratio 0.429
6 179 sensors 0.25
6 179 symmetry 0.333
6 179 total_components 0.09
6 189 branching 0
6 189 connectivity1 0.167
6 189 connectivity2 1
6 189 coverage 1
6 189 effective_joints 1
6 189 length_ratio 0.125
6 189 sensors 0
6 189 symmetry 0
6 189 total_components 0.08
6 123 branching 0
6 123 connectivity1 0.2
6 123 connectivity2 1
6 123 coverage 1
6 123 effective_joints 1
6 123 length_ratio 0.143
6 123 sensors 1
6 123 symmetry 0
6 123 total_components 0.07
6 231 branching 0
6 231 connectivity1 0.167
6 231 connectivity2 1
6 231 coverage 1
6 231 effective_joints 1
6 231 length_ratio 0.111
6 231 sensors 0
6 231 symmetry 0
6 231 total_components 0.09
6 164 branching 0
6 164 connectivity1 0.1
6 164 connectivity2 1
6 164 coverage 0.333
6 164 effective_joints 0.538
6 164 length_ratio 0.556
6 164 sensors 0
6 164 symmetry 0
6 164 total_components 0.15
6 163 branching 0
6 163 connectivity1 0.4
6 163 connectivity2 0.6
6 163 coverage 0.583
6 163 effective_joints 0.4
6 163 length_ratio 0.75
6 163 sensors 0.111111
6 163 symmetry 0
6 163 total_components 0.07
6 315 branching 0
6 315 connectivity1 0.167
6 315 connectivity2 1
6 315 coverage 1
6 315 effective_joints 1
6 315 length_ratio 0.111
6 315 sensors 0
6 315 symmetry 0
6 315 total_components 0.09
6 269 branching 0
6 269 connectivity1 0.167
6 269 connectivity2 1
6 269 coverage 1
6 269 effective_joints 1
6 269 length_ratio 0.111
6 269 sensors 0.333333
6 269 symmetry 0
6 269 total_components 0.09
6 323 branching 0
6 323 connectivity1 0.25
6 323 connectivity2 0.8
6 323 coverage 0.545
6 323 effective_joints 0.8
6 323 length_ratio 0.182
6 323 sensors 0
6 323 symmetry 0
6 323 total_components 0.12
6 22 branching 0
6 22 connectivity1 0.125
6 22 connectivity2 1
6 22 coverage 0.55
6 22 effective_joints 0.556
6 22 length_ratio 0.8
6 22 sensors 0.272727
6 22 symmetry 0
6 22 total_components 0.11
6 319 branching 0
6 319 connectivity1 0.167
6 319 connectivity2 1
6 319 coverage 1
6 319 effective_joints 1
6 319 length_ratio 0.125
6 319 sensors 0
6 319 symmetry 0
6 319 total_components 0.08
6 26 branching 0
6 26 connectivity1 0.125
6 26 connectivity2 1
6 26 coverage 0.367
6 26 effective_joints 0.667
6 26 length_ratio 0.833
6 26 sensors 0
6 26 symmetry 0.222
6 26 total_components 0.11
6 306 branching 0
6 306 connectivity1 0.2
6 306 connectivity2 1
6 306 coverage 1
6 306 effective_joints 1
6 306 length_ratio 0.143
6 306 sensors 0
6 306 symmetry 0
6 306 total_components 0.07
6 216 branching 0
6 216 connectivity1 0.25
6 216 connectivity2 1
6 216 coverage 1
6 216 effective_joints 1
6 216 length_ratio 0.167
6 216 sensors 0
6 216 symmetry 0
6 216 total_components 0.06
6 166 branching 0
6 166 connectivity1 0.071
6 166 connectivity2 1
6 166 coverage 0.333
6 166 effective_joints 0.833
6 166 length_ratio 0.267
6 166 sensors 0
6 166 symmetry 0.222
6 166 total_components 0.2
6 326 branching 0
6 326 connectivity1 0.4
6 326 connectivity2 0.6
6 326 coverage 0.467
6 326 effective_joints 0.6
6 326 length_ratio 0.6
6 326 sensors 0.25
6 326 symmetry 0.5
6 326 total_components 0.07
6 135 branching 0
6 135 connectivity1 0.2
6 135 connectivity2 1
6 135 coverage 1
6 135 effective_joints 1
6 135 length_ratio 0.143
6 135 sensors 0
6 135 symmetry 0
6 135 total_components 0.07
6 339 branching 0
6 339 connectivity1 0.167
6 339 connectivity2 1
6 339 coverage 1
6 339 effective_joints 0.833
6 339 length_ratio 0.125
6 339 sensors 0
6 339 symmetry 0
6 339 total_components 0.08
6 277 branching 0
6 277 connectivity1 0.125
6 277 connectivity2 1
6 277 coverage 0.286
6 277 effective_joints 0.5
6 277 length_ratio 0.857
6 277 sensors 0
6 277 symmetry 0
6 277 total_components 0.12
6 296 branching 0
6 296 connectivity1 0.071
6 296 connectivity2 1
6 296 coverage 1
6 296 effective_joints 1
6 296 length_ratio 0.05
6 296 sensors 1
6 296 symmetry 0
6 296 total_components 0.2
6 272 branching 0
6 272 connectivity1 0.25
6 272 connectivity2 1
6 272 coverage 1
6 272 effective_joints 1
6 272 length_ratio 0.167
6 272 sensors 0
6 272 symmetry 0
6 272 total_components 0.06
6 145 branching 0
6 145 connectivity1 0.167
6 145 connectivity2 1
6 145 coverage 1
6 145 effective_joints 1
6 145 length_ratio 0.125
6 145 sensors 0.333333
6 145 symmetry 0
6 145 total_components 0.08
6 204 branching 0
6 204 connectivity1 0.111
6 204 connectivity2 1
6 204 coverage 1
6 204 effective_joints 0.636
6 204 length_ratio 0.077
6 204 sensors 0
6 204 symmetry 0
6 204 total_components 0.13
6 129 branching 0
6 129 connectivity1 0.083
6 129 connectivity2 1
6 129 coverage 0.378
6 129 effective_joints 0.867
6 129 length_ratio 0.2
6 129 sensors 0.2
6 129 symmetry 0
6 129 total_components 0.17
6 288 branching 0
6 288 connectivity1 0.125
6 288 connectivity2 1
6 288 coverage 1
6 288 effective_joints 1
6 288 length_ratio 0.083
6 288 sensors 0
6 288 symmetry 0
6 288 total_components 0.12
6 317 branching 0
6 317 connectivity1 0.25
6 317 connectivity2 1
6 317 coverage 1
6 317 effective_joints 1
6 317 length_ratio 0.167
6 317 sensors 0.333333
6 317 symmetry 0
6 317 total_components 0.06
6 302 branching 0
6 302 connectivity1 0.125
6 302 connectivity2 1
6 302 coverage 0.429
6 302 effective_joints 0.8
6 302 length_ratio 0.571
6 302 sensors 0.142857
6 302 symmetry 0.4
6 302 total_components 0.12
6 211 branching 0
6 211 connectivity1 0.167
6 211 connectivity2 1
6 211 coverage 1
6 211 effective_joints 0.857
6 211 length_ratio 0.111
6 211 sensors 0
6 211 symmetry 0
6 211 total_components 0.09
6 342 branching 0
6 342 connectivity1 0.053
6 342 connectivity2 1
6 342 coverage 0.233
6 342 effective_joints 0.692
6 342 length_ratio 0.3
6 342 sensors 0
6 342 symmetry 0.167
6 342 total_components 0.28
6 111 branching 0
6 111 connectivity1 0.125
6 111 connectivity2 1
6 111 coverage 1
6 111 effective_joints 1
6 111 length_ratio 0.083
6 111 sensors 0
6 111 symmetry 0
6 111 total_components 0.12
6 313 branching 0
6 313 connectivity1 0
6 313 connectivity2 0
6 313 coverage 1
6 313 effective_joints 0
6 313 length_ratio 1
6 313 sensors 0
6 313 symmetry 0
6 313 total_components 0.01
6 62 branching 0
6 62 connectivity1 0.167
6 62 connectivity2 1
6 62 coverage 1
6 62 effective_joints 1
6 62 length_ratio 0.111
6 62 sensors 0.333333
6 62 symmetry 0
6 62 total_components 0.09
6 15 branching 0
6 15 connectivity1 0.167
6 15 connectivity2 1
6 15 coverage 1
6 15 effective_joints 1
6 15 length_ratio 0.111
6 15 sensors 0.333333
6 15 symmetry 0
6 15 total_components 0.09
6 280 branching 0
6 280 connectivity1 0.167
6 280 connectivity2 1
6 280 coverage 1
6 280 effective_joints 1
6 280 length_ratio 0.125
6 280 sensors 0
6 280 symmetry 0
6 280 total_components 0.08
6 168 branching 0
6 168 connectivity1 0.5
6 168 connectivity2 0.333
6 168 coverage 0.556
6 168 effective_joints 0.333
6 168 length_ratio 1
6 168 sensors 0.285714
6 168 symmetry 1
6 168 total_components 0.05
6 291 branching 0
6 291 connectivity1 0.05
6 291 connectivity2 1
6 291 coverage 1
6 291 effective_joints 1
6 291 length_ratio 0.033
6 291 sensors 0
6 291 symmetry 0
6 291 total_components 0.3
6 325 branching 0
6 325 connectivity1 0.2
6 325 connectivity2 1
6 325 coverage 0.583
6 325 effective_joints 0.6
6 325 length_ratio 0.333
6 325 sensors 0
6 325 symmetry 0
6 325 total_components 0.07
6 37 branching 0
6 37 connectivity1 0.071
6 37 connectivity2 1
6 37 coverage 1
6 37 effective_joints 1
6 37 length_ratio 0.05
6 37 sensors 0
6 37 symmetry 0
6 37 total_components 0.2
6 247 branching 0
6 247 connectivity1 0.083
6 247 connectivity2 1
6 247 coverage 0.327
6 247 effective_joints 0.875
6 247 length_ratio 0.455
6 247 sensors 0.142857
6 247 symmetry 0.375
6 247 total_components 0.18
6 303 branching 0
6 303 connectivity1 0.125
6 303 connectivity2 1
6 303 coverage 1
6 303 effective_joints 1
6 303 length_ratio 0.091
6 303 sensors 0
6 303 symmetry 0
6 303 total_components 0.11
6 206 branching 0
6 206 connectivity1 0.4
6 206 connectivity2 0.583
6 206 coverage 0.4
6 206 effective_joints 0.5
6 206 length_ratio 0.714
6 206 sensors 0.111111
6 206 symmetry 0.333
6 206 total_components 0.14
6 273 branching 0
6 273 connectivity1 0.125
6 273 connectivity2 1
6 273 coverage 0.333
6 273 effective_joints 0.8
6 273 length_ratio 0.444
6 273 sensors 0.285714
6 273 symmetry 0
6 273 total_components 0.12
6 235 branching 0
6 235 connectivity1 0.167
6 235 connectivity2 1
6 235 coverage 1
6 235 effective_joints 0.667
6 235 length_ratio 0.125
6 235 sensors 0
6 235 symmetry 0
6 235 total_components 0.08
6 212 branching 0
6 212 connectivity1 0.167
6 212 connectivity2 1
6 212 coverage 1
6 212 effective_joints 0.833
6 212 length_ratio 0.125
6 212 sensors 0
6 212 symmetry 0
6 212 total_components 0.08
6 218 branching 0
6 218 connectivity1 0.071
6 218 connectivity2 1
6 218 coverage 0.333
6 218 effective_joints 0.833
6 218 length_ratio 0.267
6 218 sensors 0
6 218 symmetry 0.222
6 218 total_components 0.2
6 347 branching 0
6 347 connectivity1 0.75
6 347 connectivity2 0.5
6 347 coverage 0.5
6 347 effective_joints 0.25
6 347 length_ratio 0.75
6 347 sensors 0
6 347 symmetry 0.5
6 347 total_components 0.06
6 54 branching 0
6 54 connectivity1 0.25
6 54 connectivity2 1
6 54 coverage 1
6 54 effective_joints 1
6 54 length_ratio 0.167
6 54 sensors 0.333333
6 54 symmetry 0
6 54 total_components 0.06
6 69 branching 0
6 69 connectivity1 0.286
6 69 connectivity2 0.875
6 69 coverage 0.556
6 69 effective_joints 0.875
6 69 length_ratio 0.222
6 69 sensors 0
6 69 symmetry 0
6 69 total_components 0.1
6 81 branching 0
6 81 connectivity1 0.25
6 81 connectivity2 1
6 81 coverage 0.6
6 81 effective_joints 0.75
6 81 length_ratio 0.4
6 81 sensors 0
6 81 symmetry 0
6 81 total_components 0.06
6 161 branching 0
6 161 connectivity1 0.1
6 161 connectivity2 1
6 161 coverage 1
6 161 effective_joints 1
6 161 length_ratio 0.067
6 161 sensors 0
6 161 symmetry 0
6 161 total_components 0.15
6 271 branching 0
6 271 connectivity1 0.167
6 271 connectivity2 1
6 271 coverage 1
6 271 effective_joints 1
6 271 length_ratio 0.111
6 271 sensors 0
6 271 symmetry 0
6 271 total_components 0.09
6 331 branching 0
6 331 connectivity1 0.1
6 331 connectivity2 1
6 331 coverage 0.385
6 331 effective_joints 0.923
6 331 length_ratio 0.231
6 331 sensors 0
6 331 symmetry 0
6 331 total_components 0.15
6 285 branching 0
6 285 connectivity1 0.167
6 285 connectivity2 1
6 285 coverage 0.444
6 285 effective_joints 0.667
6 285 length_ratio 0.5
6 285 sensors 0.2
6 285 symmetry 0
6 285 total_components 0.08
6 329 branching 0
6 329 connectivity1 0.25
6 329 connectivity2 1
6 329 coverage 1
6 329 effective_joints 1
6 329 length_ratio 0.167
6 329 sensors 0.166667
6 329 symmetry 0
6 329 total_components 0.06
6 241 branching 0
6 241 connectivity1 0.1
6 241 connectivity2 1
6 241 coverage 0.292
6 241 effective_joints 0.667
6 241 length_ratio 0.75
6 241 sensors 0.545455
6 241 symmetry 0
6 241 total_components 0.14
6 284 branching 0
6 284 connectivity1 0.25
6 284 connectivity2 1
6 284 coverage 0.6
6 284 effective_joints 0.75
6 284 length_ratio 0.4
6 284 sensors 0
6 284 symmetry 0
6 284 total_components 0.06
6 265 branching 0
6 265 connectivity1 0.25
6 265 connectivity2 1
6 265 coverage 1
6 265 effective_joints 1
6 265 length_ratio 0.167
6 265 sensors 0
6 265 symmetry 0
6 265 total_components 0.06
7 284 branching 0
7 284 connectivity1 0.25
7 284 connectivity2 1
7 284 coverage 0.6
7 284 effective_joints 0.75
7 284 length_ratio 0.4
7 284 sensors 0
7 284 symmetry 0
7 284 total_components 0.06
7 272 branching 0
7 272 connectivity1 0.25
7 272 connectivity2 1
7 272 coverage 1
7 272 effective_joints 1
7 272 length_ratio 0.167
7 272 sensors 0
7 272 symmetry 0
7 272 total_components 0.06
7 394 branching 0
7 394 connectivity1 0.167
7 394 connectivity2 1
7 394 coverage 1
7 394 effective_joints 1
7 394 length_ratio 0.111
7 394 sensors 0
7 394 symmetry 0
7 394 total_components 0.09
7 306 branching 0
7 306 connectivity1 0.2
7 306 connectivity2 1
7 306 coverage 1
7 306 effective_joints 1
7 306 length_ratio 0.143
7 306 sensors 0
7 306 symmetry 0
7 306 total_components 0.07
7 355 branching 0
7 355 connectivity1 0.167
7 355 connectivity2 1
7 355 coverage 0.75
7 355 effective_joints 0.571
7 355 length_ratio 0.333
7 355 sensors 0.333333
7 355 symmetry 0
7 355 total_components 0.09
7 319 branching 0
7 319 connectivity1 0.167
7 319 connectivity2 1
7 319 coverage 1
7 319 effective_joints 1
7 319 length_ratio 0.125
7 319 sensors 0
7 319 symmetry 0
7 319 total_components 0.08
7 370 branching 0
7 370 connectivity1 0.182
7 370 connectivity2 0.857
7 370 coverage 0.286
7 370 effective_joints 0.786
7 370 length_ratio 0.875
7 370 sensors 0.222222
7 370 symmetry 0
7 370 total_components 0.16
7 315 branching 0
7 315 connectivity1 0.167
7 315 connectivity2 1
7 315 coverage 1
7 315 effective_joints 1
7 315 length_ratio 0.111
7 315 sensors 0
7 315 symmetry 0
7 315 total_components 0.09
7 227 branching 0
7 227 connectivity1 0.071
7 227 connectivity2 1
7 227 coverage 1
7 227 effective_joints 0.611
7 227 length_ratio 0.05
7 227 sensors 0
7 227 symmetry 0
7 227 total_components 0.2
7 291 branching 0
7 291 connectivity1 0.05
7 291 connectivity2 1
7 291 coverage 1
7 291 effective_joints 1
7 291 length_ratio 0.033
7 291 sensors 0
7 291 symmetry 0
7 291 total_components 0.3
7 252 branching 0
7 252 connectivity1 0.25
7 252 connectivity2 0.8
7 252 coverage 0.4
7 252 effective_joints 0.6
7 252 length_ratio 0.3
7 252 sensors 0.125
7 252 symmetry 0.222
7 252 total_components 0.12
7 212 branching 0
7 212 connectivity1 0.167
7 212 connectivity2 1
7 212 coverage 1
7 212 effective_joints 0.833
7 212 length_ratio 0.125
7 212 sensors 0
7 212 symmetry 0
7 212 total_components 0.08
7 360 branching 0
7 360 connectivity1 0.143
7 360 connectivity2 1
7 360 coverage 1
7 360 effective_joints 1
7 360 length_ratio 0.1
7 360 sensors 0
7 360 symmetry 0
7 360 total_components 0.1
7 350 branching 0
7 350 connectivity1 0.045
7 350 connectivity2 1
7 350 coverage 1
7 350 effective_joints 1
7 350 length_ratio 0.03
7 350 sensors 0
7 350 symmetry 0
7 350 total_components 0.33
7 366 branching 0
7 366 connectivity1 0.167
7 366 connectivity2 1
7 366 coverage 1
7 366 effective_joints 1
7 366 length_ratio 0.111
7 366 sensors 0
7 366 symmetry 0
7 366 total_components 0.09
7 302 branching 0
7 302 connectivity1 0.125
7 302 connectivity2 1
7 302 coverage 0.429
7 302 effective_joints 0.8
7 302 length_ratio 0.571
7 302 sensors 0.142857
7 302 symmetry 0.4
7 302 total_components 0.12
7 247 branching 0
7 247 connectivity1 0.083
7 247 connectivity2 1
7 247 coverage 0.327
7 247 effective_joints 0.875
7 247 length_ratio 0.455
7 247 sensors 0.142857
7 247 symmetry 0.375
